sentence,sentiment
"['ਅਜਾਦ', 'ਹਿੰਦ', 'ਫੌਜ', 'ਦੇ', 'ਯੋਧੇ', 'ਨੇ', 'ਆਪਣੇ', 'ਦੇਸ', 'ਲਈ', 'ਲੜਾਈ', 'ਕੀਤੀ', '।']",positive
"['ਉਹਨਾਂ', 'ਦੀ', 'ਲੜਾਈ', 'ਨੇ', 'ਭਾਰਤੀਆਂ', 'ਵਿੱਚ', 'ਜਾਗਰੂਕਤਾ', 'ਪੈਦਾ', 'ਕੀਤੀ', '।']",positive
"['ਸੁਭਾਸ', 'ਚੰਦਰ', 'ਬੋਸ', 'ਸੁਤੰਤਰਤਾ', 'ਅੰਦੋਲਨ', 'ਦੇ', 'ਪਰਸਿੱਧ', 'ਆਗੂ', 'ਸਨ', '।']",positive
"['ਭਾਰਤ', 'ਦੇ', 'ਲੋਕ', 'ਉਨਹਾਂ', 'ਨੂੰ', 'ਨੇਤਾ', 'ਜੀ', 'ਕਹਿ', 'ਕੇ', 'ਯਾਦ', 'ਕਰਦੇ', 'ਹਨ', '।']",positive
"['ਦੂਜੇ', 'ਵਿਸਵ', 'ਯੁੱਧ', 'ਦੌਰਾਨ', 'ਅੰਗਰੇਜ', 'ਬਰਤਾਨੀਆ', 'ਜਰਮਨੀ', 'ਤੇ', 'ਜਪਾਨ', 'ਨਾਲ', 'ਲੜ', 'ਰਹੇ', 'ਸਨ', '।']",neutral
"['ਸੁਭਾਸ', 'ਚੰਦਰ', 'ਬੋਸ', 'ਨੇ', 'ਅਜਾਦ', 'ਹਿੰਦ', 'ਫੌਜ', 'ਖੜੀ', 'ਕਰਕੇ', 'ਹਥਿਆਰਬੰਦ', 'ਸੰਘਰਸ', 'ਕੀਤਾ', '।']",positive
"['ਨੇਤਾ', 'ਜੀ', 'ਦੀ', 'ਅਗਵਾਈ', 'ਹੇਠ', 'ਹਜਾਰਾਂ', 'ਲੋਕਾਂ', 'ਨੇ', 'ਜਾਨਾਂ', 'ਕੁਰਬਾਨ', 'ਕੀਤੀਆਂ', '।']",positive
"['ਨੇਤਾ', 'ਜੀ', 'ਨੇ', 'ਭਾਰਤ', 'ਵਾਸੀਆਂ', 'ਵਿੱਚ', 'ਬਲੀਦਾਨ', 'ਦੀ', 'ਭਾਵਨਾ', 'ਜਗਾਈ', '।']",positive
"['ਸੁਭਾਸ', 'ਚੰਦਰ', 'ਬੋਸ', 'ਦਾ', 'ਜਨਮ', 'ਜਨਵਰੀ', ',', 'ਨੂੰ', 'ਕਟਕ', 'ਵਿੱਚ', 'ਹੋਇਆ', '।']",neutral
"['ਉਨਹਾਂ', 'ਨੇ', 'ਯੂਰਪੀਅਨ', 'ਸਕੂਲ', 'ਤੋਂ', 'ਅਰੰਭਕ', 'ਸਿੱਖਿਆ', 'ਲਈ', '।']",neutral
"['ਉਨਹਾਂ', 'ਨੇ', 'ਦਸਵੀਂ', 'ਦਾ', 'ਇਮਤਿਹਾਨ', 'ਦੂਜੇ', 'ਸਥਾਨ', ""'"", 'ਤੇ', 'ਰਹਿ', 'ਕੇ', 'ਪਾਸ', 'ਕੀਤਾ', '।']",positive
"['ਉਨਹਾਂ', 'ਨੇ', 'ਅੰਗਰੇਜ', 'ਪਰੋਫੈਸਰ', 'ਨੂੰ', 'ਭਾਰਤੀਆਂ', 'ਦੀ', 'ਬੇਇਜਤੀ', 'ਕਰਦੇ', 'ਵੇਖ', 'ਕੇ', 'ਥੱਪੜ', 'ਮਾਰ', 'ਦਿੱਤਾ', '।']",negative
"['ਇਸ', 'ਕਾਰਨ', 'ਉਨਹਾਂ', 'ਨੂੰ', 'ਕਾਲਜ', 'ਤੋਂ', 'ਨਿਕਾਲ', 'ਦਿੱਤਾ', 'ਗਿਆ', '।']",negative
"['ਉਨਹਾਂ', 'ਨੇ', 'ਸਕਾਟਿਸ', 'ਚਰਚ', 'ਕਾਲਜ', 'ਤੋਂ', 'ਬੀਏ', 'ਪਾਸ', 'ਕੀਤਾ', '।']",positive
"['ਉਨਹਾਂ', 'ਨੇ', 'ਆਈ', '.', 'ਸੀ', '.', 'ਐਸ', 'ਦੀ', 'ਪਰੀਖਿਆ', 'ਪਾਸ', 'ਕੀਤੀ', 'ਪਰ', 'ਨੌਕਰੀ', 'ਨਾ', 'ਕਰਨ', 'ਦਾ', 'ਫੈਸਲਾ', 'ਕੀਤਾ', '।']",positive
"['ਸੁਭਾਸ', 'ਚੰਦਰ', 'ਬੋਸ', 'ਨੇ', 'ਅਜਾਦੀ', 'ਲਈ', 'ਕਾਂਗਰਸ', 'ਪਾਰਟੀ', ""'"", 'ਚ', 'ਸਾਮਲ', 'ਹੋਣਾ', 'ਚੁਣਿਆ', '।']",positive
"['ਉਨਹਾਂ', 'ਨੇ', 'ਕਈ', 'ਵਾਰੀ', 'ਜੇਲਹ', 'ਦੀ', 'ਸਜਾ', 'ਕੱਟੀ', '।']",negative
"['ਉਨਹਾਂ', 'ਨੇ', 'ਭੇਸ', 'ਬਦਲ', 'ਕੇ', 'ਕਾਬਲ', 'ਪਹੁੰਚ', 'ਕੇ', 'ਅੱਗੇ', 'ਦਾ', 'ਯਤਨ', 'ਜਾਰੀ', 'ਰੱਖਿਆ', '।']",positive
"['ਕਾਬਲ', 'ਤੋਂ', 'ਜਰਮਨੀ', 'ਜਾ', 'ਕੇ', 'ਉਨਹਾਂ', 'ਨੇ', 'ਹਿਟਲਰ', 'ਨਾਲ', 'ਮਿਲਣ', 'ਦੀ', 'ਕੋਸਿਸ', 'ਕੀਤੀ', '।']",neutral
"['ਉਨਹਾਂ', 'ਨੇ', 'ਹਿਟਲਰ', 'ਤੋਂ', 'ਭਾਰਤ', 'ਦੀ', 'ਅਜਾਦੀ', 'ਲਈ', 'ਸਹਿਯੋਗ', 'ਦੀ', 'ਉਮੀਦ', 'ਰਖੀ', '।']",positive
"['ਉਨਹਾਂ', 'ਨੇ', 'ਇਟਲੀ', 'ਵਿੱਚ', 'ਮੁਸੋਲੀਨੀ', 'ਨਾਲ', 'ਵੀ', 'ਮੁਲਾਕਾਤ', 'ਕੀਤੀ', '।']",neutral
"['ਉਨਹਾਂ', 'ਨੇ', 'ਅਜਾਦ', 'ਹਿੰਦ', 'ਲੀਗ', 'ਦੀ', 'ਨੀਂਹ', 'ਰੱਖੀ', '।']",positive
"['ਜਪਾਨੀਆਂ', 'ਦੇ', 'ਸਿੰਘਾਪੁਰ', 'ਉੱਤੇ', 'ਕਬਜੇ', 'ਤੋਂ', 'ਬਾਅਦ', 'ਸੁਭਾਸ', 'ਚੰਦਰ', 'ਬੋਸ', 'ਉਥੇ', 'ਪਹੁੰਚੇ', '।']",neutral
"['ਭਾਰਤੀ', 'ਸਮਾਜ', 'ਵਿੱਚ', 'ਅਨੇਕਾਂ', 'ਕੁਰੀਤੀਆਂ', 'ਹਨ', '।']",neutral
"['ਦਾਜ', 'ਪਰਥਾ', 'ਇਹਨਾਂ', 'ਸਾਰਿਆਂ', 'ਵਿੱਚੋਂ', 'ਪਰਮੁੱਖ', 'ਹੈ', '।']",neutral
"['ਸਮੇਂ-ਸਮੇਂ', 'ਅਨੇਕਾਂ', 'ਸਮਾਜ', 'ਸੁਧਾਰਕਾਂ', 'ਨੇ', 'ਇਹਨਾਂ', 'ਕੁਰੀਤੀਆਂ', 'ਨੂੰ', 'ਦੂਰ', 'ਕਰਨ', 'ਦੇ', 'ਯਤਨ', 'ਕੀਤੇ', '।']",positive
"['ਦਾਜ', 'ਦੀ', 'ਪਰਥਾ', 'ਦਿਨੋ-ਦਿਨ', 'ਭਿਆਨਕ', 'ਰੂਪ', 'ਧਾਰਨ', 'ਕਰਦੀ', 'ਜਾ', 'ਰਹੀ', 'ਹੈ', '।']",negative
"['ਦਾਜ', 'ਦਾ', 'ਅਰਥ', 'ਹੈ', ',', 'ਵਿਆਹ', 'ਸਮੇਂ', 'ਲੜਕੀ', 'ਨੂੰ', 'ਸੁਗਾਤ', 'ਦੇ', 'ਰੂਪ', 'ਵਿੱਚ', 'ਦਿੱਤੀਆਂ', 'ਜਾਣ', 'ਵਾਲੀਆਂ', 'ਚੀਜਾਂ', '।']",neutral
"['ਭਾਰਤੀ', 'ਲੋਕ', 'ਲੜਕੀ', 'ਦਾ', 'ਆਪਣੇ', 'ਘਰੋਂ', 'ਖਾਲੀ', 'ਹੱਥ', 'ਜਾਣਾ', 'ਚੰਗਾ', 'ਨਹੀਂ', 'ਸਮਝਦੇ', '।']",negative
"['ਕਈ', 'ਮਾਂ-ਬਾਪ', 'ਸਹੁਰੇ', 'ਜਾਂਦੀ', 'ਧੀ', 'ਦੀ', 'ਕੁਝ', 'ਆਰਥਿਕ', 'ਸਹਾਇਤਾ', 'ਕਰਨਾ', 'ਆਪਣਾ', 'ਫਰਜ', 'ਮੰਨਦੇ', 'ਹਨ', '।']",neutral
"['ਪੁਰਾਤਨ', 'ਯੁੱਗ', 'ਵਿੱਚ', 'ਰਾਜੇ', 'ਆਪਣੀਆਂ', 'ਲੜਕੀਆਂ', 'ਦਾ', 'ਸੁਅੰਬਰ', 'ਰਚਾ', 'ਕੇ', 'ਦਾਜ', 'ਦਿੰਦੇ', 'ਸਨ', '।']",neutral
"['ਬਾਲਮੀਕ', 'ਰਮਾਇਣ', 'ਵਿੱਚ', 'ਵੀ', ""'"", 'ਯੋਤਿਕ', ""'"", 'ਸਬਦ', 'ਦੀ', 'ਵਰਤੋਂ', 'ਕੀਤੀ', 'ਗਈ', 'ਹੈ', '।']",neutral
"['ਸੀਤਾ', 'ਜੀ', 'ਨੂੰ', 'ਵੀ', 'ਰਾਜਾ', 'ਜਨਕ', 'ਨੇ', 'ਦਹੇਜ', 'ਵਿੱਚ', 'ਧਨ', 'ਦਿੱਤਾ', 'ਸੀ', '।']",neutral
"['ਇਹ', 'ਪਰਥਾ', 'ਰਾਜਿਆਂ', 'ਤੋਂ', 'ਦਰਬਾਰੀਆਂ', 'ਵਿੱਚ', 'ਆਈ', 'ਤੇ', 'ਫਿਰ', 'ਸਮਾਜ', 'ਵਿੱਚ', 'ਪਰਚੱਲਤ', 'ਹੋ', 'ਗਈ', '।']",neutral
"['ਪੁਰਾਤਨ', 'ਕਾਲ', 'ਵਿੱਚ', 'ਧੀ', 'ਨੂੰ', 'ਵਿਆਹ', 'ਦੇ', 'ਮੌਕੇ', 'ਦਾਜ', 'ਦਿੱਤਾ', 'ਜਾਂਦਾ', 'ਸੀ', '।']",neutral
"['ਅੱਜ', 'ਦਾਜ', 'ਦਾ', 'ਅਰਥ', 'ਲੱਖਾਂ', 'ਰੁਪਏ', 'ਨਕਦ', ',', 'ਕਾਰ', ',', 'ਸਕੂਟਰ', 'ਤੇ', 'ਹੋਰ', 'ਕੀਮਤੀ', 'ਸਮਾਨ', 'ਤੋਂ', 'ਲਿਆ', 'ਜਾਂਦਾ', 'ਹੈ', '।']",negative
"['ਲੜਕੀ', 'ਦੀ', 'ਸਰੇਸਟਤਾ', 'ਦਾਜ', 'ਨਾਲ', 'ਮਾਪੀ', 'ਜਾਂਦੀ', 'ਹੈ', '।']",negative
"['ਵਰਾਂ', 'ਦੀ', 'ਨੀਲਾਮੀ', 'ਹੁੰਦੀ', 'ਹੈ', '।']",negative
"['ਕਈ', 'ਮਾਂ-ਬਾਪ', 'ਸਪੱਸਟ', 'ਸਬਦਾਂ', 'ਵਿੱਚ', 'ਕਹਿੰਦੇ', 'ਹਨ', 'ਕਿ', 'ਲੜਕੇ', 'ਨੂੰ', 'ਪੜਹਾਇਆ-ਲਿਖਾਇਆ', 'ਹੈ', '।']",negative
"['ਬਹੁਤ', 'ਸਾਰੇ', 'ਲਾਲਚੀ', 'ਲੋਕ', 'ਪਹਿਲਾਂ', 'ਹੀ', 'ਨਿਸਚਿਤ', 'ਰਕਮ', 'ਤੇ', 'ਸਮਾਨ', 'ਲੈਣ', 'ਦੀ', 'ਗੱਲ', 'ਪੱਕੀ', 'ਕਰ', 'ਲੈਂਦੇ', 'ਹਨ', '।']",negative
"['ਅਮੀਰਾਂ', 'ਲਈ', 'ਇਹ', 'ਸਾਨ-ਸੌਕਤ', 'ਹੈ', 'ਪਰ', 'ਗਰੀਬਾਂ', 'ਲਈ', 'ਮੁਸੀਬਤ', 'ਬਣ', 'ਕੇ', 'ਰਹਿ', 'ਗਈ', 'ਹੈ', '।']",negative
"['ਗਰੀਬ', 'ਮਾਂ-ਬਾਪ', 'ਕਰਜਾ', 'ਚੁੱਕ', 'ਕੇ', 'ਦਾਜ', 'ਦਾ', 'ਪਰਬੰਧ', 'ਕਰਦੇ', 'ਹਨ', '।']",negative
"['ਕਈ', 'ਵਾਰ', 'ਉਹ', 'ਆਪਣੀ', 'ਜਾਇਦਾਦ', 'ਵੇਚਣ', 'ਲਈ', 'ਵੀ', 'ਮਜਬੂਰ', 'ਹੋ', 'ਜਾਂਦੇ', 'ਹਨ', '।']",negative
"['ਉਹ', 'ਲੜਕੀ', 'ਦੇ', 'ਪਤੀ', 'ਤੇ', 'ਸਹੁਰਿਆਂ', 'ਨੂੰ', 'ਖੁਸ', 'ਕਰਨ', 'ਲਈ', 'ਜਿੰਦਗੀ', 'ਭਰ', 'ਦੀ', 'ਪੂੰਜੀ', 'ਲਗਾ', 'ਦਿੰਦੇ', 'ਹਨ', '।']",negative
"['ਕਈ', 'ਲੜਕੀਆਂ', 'ਤਾਂ', 'ਮਾਂ-ਬਾਪ', 'ਨੂੰ', 'ਦੁਖੀ', 'ਨਹੀਂ', 'ਕਰਨਾ', 'ਚਾਹੁੰਦੀਆਂ', '।']",positive
"['ਉਹ', 'ਜਿੰਦਗੀ', 'ਭਰ', 'ਕੁਆਰੀ', 'ਰਹਿਣਾ', 'ਹੀ', 'ਪਸੰਦ', 'ਕਰਦੀਆਂ', 'ਹਨ', '।']",negative
"['ਜਦੋਂ', 'ਲੜਕੀਆਂ', 'ਦਾਜ', 'ਨਹੀਂ', 'ਲੈ', 'ਕੇ', 'ਆਉਂਦੀਆਂ', 'ਤਾਂ', 'ਉਹਨਾਂ', 'ਨੂੰ', 'ਤੰਗ', 'ਕੀਤਾ', 'ਜਾਂਦਾ', 'ਹੈ', '।']",negative
"['ਉਹਨਾਂ', 'ਦੇ', 'ਮਾਂ-ਬਾਪ', 'ਨੂੰ', 'ਗਾਲਾਂ', 'ਕੱਢਦੇ', 'ਹਨ', '।']",negative
"['ਕਈ', 'ਵਾਰ', 'ਸੱਸਾਂ', 'ਨੂੰ', 'ਲੱਗਦਾ', 'ਹੈ', 'ਕਿ', 'ਪਹਿਲੇ', 'ਆਈ', 'ਨੂੰਹ', 'ਨੂੰ', 'ਮਾਰ', 'ਦੇਈਏ', '।']",negative
"['ਅਖਬਾਰਾਂ', 'ਦੇ', 'ਸਫੇ', 'ਪਲਟੋ', 'ਤਾਂ', 'ਰੋਜ', 'ਇੱਕ', 'ਅਜਿਹੀ', 'ਖਬਰ', 'ਪੜਹਨ', 'ਨੂੰ', 'ਮਿਲ', 'ਜਾਂਦੀ', 'ਹੈ', '।']",negative
"['ਸੱਸ', 'ਨੇ', 'ਨੂੰਹ', 'ਨੂੰ', 'ਸਾੜ', 'ਦਿੱਤਾ', '।']",negative
"['ਲੜਕੀ', 'ਨੇ', 'ਸਹੁਰਿਆਂ', 'ਵੱਲੋਂ', 'ਦਾਜ', 'ਲਈ', 'ਤੰਗ', 'ਕੀਤੇ', 'ਜਾਣ', 'ਤੇ', 'ਆਤਮ-ਹੱਤਿਆ', 'ਕਰ', 'ਲਈ', '।']",negative
"['ਇਹ', 'ਬੜੀ', 'ਸਰਮਨਾਕ', 'ਗੱਲ', 'ਹੈ', 'ਕਿ', 'ਕੁੜੀਆਂ', 'ਇੰਨਾ', 'ਪੜਹਨ-ਲਿਖਣ', 'ਤੋਂ', 'ਬਾਅਦ', 'ਵੀ', 'ਸੁਰੱਖਿਅਤ', 'ਨਹੀਂ', 'ਹਨ', '।']",negative
"['ਮੈਂ', 'ਆਪਣੇ', 'ਮਨ', 'ਦੀ', 'ਗੱਲ', 'ਕਦੇ', 'ਨਹੀਂ', 'ਕਹਿ', 'ਸਕਿਆ', '।']",negative
"['ਉਮੀਦਾਂ', 'ਤੇ', 'ਨਿਰਾਸਾ', 'ਹੀ', 'ਮਿਲੀ', '।']",negative
"['ਉਹ', 'ਮੇਰੀ', 'ਮਦਦ', 'ਕਰਨ', 'ਦੀ', 'ਬਜਾਏ', 'ਦੂਰ', 'ਹੋ', 'ਗਿਆ', '।']",negative
"['ਮਿਹਨਤ', 'ਕਰਨ', 'ਦੇ', 'ਬਾਵਜੂਦ', 'ਵੀ', 'ਨਤੀਜਾ', 'ਨਹੀਂ', 'ਮਿਲਿਆ', '।']",negative
"['ਸੱਚਾਈ', 'ਨੂੰ', 'ਅਕਸਰ', 'ਝੂਠ', 'ਦੇ', 'ਪੈਰਾਂ', 'ਹੇਠ', 'ਰੋਦਿਆ', 'ਜਾਂਦਾ', 'ਹੈ', '।']",negative
"['ਸਾਨੂੰ', 'ਆਪਣਾ', 'ਹੱਕ', 'ਲੈਣ', 'ਲਈ', 'ਸਦੀਵਾਂ', 'ਸੰਘਰਸ', 'ਕਰਨਾ', 'ਪੈਂਦਾ', 'ਹੈ', '।']",negative
"['ਕਿਸੇ', 'ਨੇ', 'ਵੀ', 'ਮੇਰੀ', 'ਤਕਲੀਫ', 'ਨਹੀਂ', 'ਸਮਝੀ', '।']",negative
"['ਹਮੇਸਾ', 'ਦੁੱਖ', 'ਹੀ', 'ਹਿੱਸਾ', 'ਬਣਿਆ', '।']",negative
"['ਕਿਸਮਤ', 'ਨੇ', 'ਹਰ', 'ਵਾਰੀ', 'ਧੋਖਾ', 'ਦਿੱਤਾ', '।']",negative
"['ਭਰੋਸੇ', 'ਤੋੜਨ', 'ਵਾਲੇ', 'ਆਪਣੇ', 'ਹੀ', 'ਹੁੰਦੇ', 'ਹਨ', '।']",negative
"['ਸਭ', 'ਸੰਸਾਰ', 'ਸਵਾਰਨ', 'ਦੀ', 'ਕੋਸਿਸ', 'ਵਿਅਰਥ', 'ਰਹੀ', '।']",negative
"['ਜਿੰਦਗੀ', 'ਨੇ', 'ਕਦੇ', 'ਖੁਸੀ', 'ਦੀ', 'ਛਾਂ', 'ਨਹੀਂ', 'ਦਿੱਤੀ', '।']",negative
"['ਸਫਲਤਾ', 'ਹਮੇਸਾ', 'ਹਥੀਂ', 'ਸਿਰਕਦੀ', 'ਰਹੀ', '।']",negative
"['ਜੋ', 'ਚਾਹਿਆ', 'ਸੀ', ',', 'ਉਹ', 'ਕਦੇ', 'ਨਹੀਂ', 'ਮਿਲਿਆ', '।']",negative
"['ਮਿਹਨਤ', 'ਨੂੰ', 'ਇਨਸਾਫ', 'ਨਹੀਂ', 'ਮਿਲਿਆ', '।']",negative
"['ਆਸਾ', 'ਦੇ', 'ਪੰਖ', 'ਲੰਮੇ', 'ਉਡਾਣ', 'ਨਹੀਂ', 'ਭਰ', 'ਸਕੇ', '।']",negative
"['ਇਨਸਾਨੀਅਤ', 'ਨਿਕੰਮੀ', 'ਹੋ', 'ਗਈ', 'ਹੈ', '।']",negative
"['ਵਿਸਵਾਸ', 'ਤੇ', 'ਧੋਖਾ', 'ਬਹੁਤ', 'ਨੇੜਲੇ', 'ਹੋ', 'ਗਏ', 'ਹਨ', '।']",negative
"['ਹਰ', 'ਰਿਸਤਾ', 'ਵਕਤ', 'ਦੀ', 'ਮਾਰ', 'ਸਹਿ', 'ਗਿਆ', '।']",negative
"['ਮੁਸਕਲਾਂ', 'ਕਦੇ', 'ਛੱਡਦੀਆਂ', 'ਨਹੀਂ', '।']",negative
"['ਦੋਸਤੀ', 'ਨਾਂ', 'ਤੇ', 'ਸਿਰਫ', 'ਵਾਹਮੀ', 'ਸੀ', '।']",negative
"['ਸਭ', 'ਮਿਹਨਤ', 'ਜਮੀਨ', 'ਚੁੰਮ', 'ਗਈ', '।']",negative
"['ਸਭ', 'ਉਮੀਦਾਂ', 'ਦਹਿ', 'ਗਈਆਂ', '।']",negative
"['ਦਿਲ', 'ਦੀਆਂ', 'ਚਾਹਵਾਂ', 'ਅਧੂਰੀਆਂ', 'ਰਹਿ', 'ਗਈਆਂ', '।']",negative
"['ਹਮੇਸਾ', 'ਦੁਨੀਆ', 'ਨੇ', 'ਪਿੱਠ', 'ਦਿਖਾਈ', '।']",negative
"['ਮਨ', 'ਦੀ', 'ਤਰਿਸਨਾ', 'ਕਦੇ', 'ਮੁੱਕੀ', 'ਨਹੀਂ', '।']",negative
"['ਸਚ', 'ਦੇ', 'ਰਾਹ', 'ਤੇ', 'ਚਲ', 'ਕੇ', 'ਵੀ', 'ਥਕ', 'ਗਏ', '।']",negative
"['ਮੇਰੀ', 'ਕੋਸਿਸਾਂ', 'ਨੂੰ', 'ਕੋਈ', 'ਮਾਣ', 'ਨਹੀਂ', 'ਮਿਲਿਆ', '।']",negative
"['ਸਭ', 'ਅਰਮਾਨ', 'ਝਾਖ', 'ਹੋ', 'ਗਏ', '।']",negative
"['ਹਰ', 'ਦੋਸਤ', 'ਨੇ', 'ਵਕਤ', 'ਆਉਣ', 'ਤੇ', 'ਮੂੰਹ', 'ਮੋੜ', 'ਲਿਆ', '।']",negative
"['ਕਿਸੇ', 'ਨੇ', 'ਹਾਲਾਤ', 'ਨਹੀਂ', 'ਪੁੱਛੇ', '।']",negative
"['ਪਿਆਰ', 'ਵੀ', 'ਲਾਭ', 'ਦੀ', 'ਗਣਿਤ', 'ਬਣ', 'ਗਿਆ', '।']",negative
"['ਸਭ', 'ਪਾਸੇ', 'ਵਹਿਮ', 'ਤੇ', 'ਧੋਖਾ', 'ਹੀ', 'ਹੈ', '।']",negative
"['ਮਨ', 'ਦੇ', 'ਜਖਮ', 'ਕਦੇ', 'ਨਹੀਂ', 'ਭਰਦੇ', '।']",negative
"['ਭਰੋਸਾ', 'ਕਰਨਾ', 'ਆਪਣੀ', 'ਹੀ', 'ਭੁੱਲ', 'ਸੀ', '।']",negative
"['ਸੋਚਿਆ', 'ਬਹੁਤ', 'ਸੀ', ',', 'ਹੋਇਆ', 'ਕੁਝ', 'ਨਹੀਂ', '।']",negative
"['ਜੋ', 'ਵੀ', 'ਕਰਿਆ', ',', 'ਉਹ', 'ਵਿਅਰਥ', 'ਗਿਆ', '।']",negative
"['ਕਿਸੇ', 'ਨੇ', 'ਦਿਲ', 'ਦੀ', 'ਤਕਲੀਫ', 'ਨਹੀਂ', 'ਸਮਝੀ', '।']",negative
"['ਮਿਹਨਤ', 'ਦਾ', 'ਇਨਾਮ', 'ਕਦੇ', 'ਨਹੀਂ', 'ਮਿਲਿਆ', '।']",negative
"['ਸਫਰ', 'ਹਮੇਸਾ', 'ਇਕੱਲਾ', 'ਹੀ', 'ਕਰਨਾ', 'ਪਿਆ', '।']",negative
"['ਸਹਿਣ', 'ਦੀ', 'ਹੱਦਾਂ', 'ਪਾਰ', 'ਹੋ', 'ਗਈਆਂ', '।']",negative
"['ਸਪਨੇ', 'ਅੱਖਾਂ', 'ਚ', 'ਰਹਿ', 'ਗਏ', '।']",negative
"['ਕਿਸੇ', 'ਨੇ', 'ਦੁੱਖ', 'ਵਿਚ', 'ਸਾਥ', 'ਨਹੀਂ', 'ਦਿੱਤਾ', '।']",negative
"['ਸਭ', 'ਸੰਸਕਾਰ', 'ਵਿਸਰ', 'ਗਏ', 'ਹਨ', '।']",negative
"['ਪਿਆਰ', 'ਸਿਰਫ', 'ਲਾਭ', 'ਦਾ', 'ਸੌਦਾ', 'ਬਣ', 'ਗਿਆ', '।']",negative
"['ਸੱਚ', 'ਦੀ', 'ਕੀਮਤ', 'ਨਹੀਂ', 'ਰਹੀ', '।']",negative
"['ਸਭ', 'ਕੁਝ', 'ਖਤਮ', 'ਹੋ', 'ਗਿਆ', '।']",negative
"['ਸਾਹਾਂ', 'ਤੇ', 'ਵੀ', 'ਭਾਰੀ', 'ਹੋ', 'ਗਿਆ', 'ਦੁੱਖ', '।']",negative
"['ਕਿਸੇ', 'ਨੇ', 'ਯਾਦ', 'ਨਹੀਂ', 'ਕੀਤਾ', '।']",negative
"['ਸਭ', 'ਕੁਝ', 'ਹਾਰ', 'ਗਿਆ', '।']",negative
"['ਸੱਚ', 'ਦਿਲ', 'ਨੂੰ', 'ਦੁੱਖ', 'ਦਿੰਦਾ', 'ਹੈ', '।']",negative
"['ਮਨ', 'ਵਿਚ', 'ਹਮੇਸਾ', 'ਅਧੂਰਾਪਨ', 'ਰਿਹਾ', '।']",negative
"['ਕਿਸਮਤ', 'ਹਮੇਸਾ', 'ਮੁੜੀ', 'ਰਹੀ', '।']",negative
"['ਵਕਤ', 'ਹਮੇਸਾ', 'ਬੇਇਮਾਨ', 'ਨਿਕਲਿਆ', '।']",negative
"['ਸਹੀ', 'ਰਾਹ', 'ਤੇ', 'ਵੀ', 'ਮੰਜਿਲ', 'ਨਾ', 'ਮਿਲੀ', '।']",negative
"['ਮੇਹਨਤ', 'ਕਰਕੇ', 'ਵੀ', 'ਹਾਰ', 'ਮੈਸੂਸ', 'ਹੋਈ', '।']",negative
"['ਜਿਨਹਾਂ', 'ਉੱਤੇ', 'ਭਰੋਸਾ', 'ਕੀਤਾ', ',', 'ਉਨਹਾਂ', 'ਨੇ', 'ਧੋਖਾ', 'ਦਿੱਤਾ', '।']",negative
"['ਮਨ', 'ਵਿੱਚ', 'ਹਮੇਸਾ', 'ਡਰ', 'ਬਣਿਆ', 'ਰਿਹਾ', '।']",negative
"['ਸਭ', 'ਕੁਝ', 'ਖਤਮ', 'ਹੁੰਦਾ', 'ਜਾ', 'ਰਿਹਾ', 'ਹੈ', '।']",negative
"['ਚੁੱਪੀ', 'ਨੇ', 'ਮਨ', 'ਨੂੰ', 'ਖਾ', 'ਲਿਆ', '।']",negative
"['ਕੋਈ', 'ਨਹੀਂ', 'ਆਇਆ', 'ਹਾਲ', 'ਪੁੱਛਣ', '।']",negative
"['ਆਸਮਾਨੀ', 'ਸਪਨੇ', 'ਹਮੇਸਾ', 'ਟੁੱਟ', 'ਜਾਂਦੇ', 'ਹਨ', '।']",negative
"['ਦਿਲ', 'ਦੀ', 'ਦੁਨੀਆ', 'ਸੁੰਨੀ', 'ਹੋ', 'ਗਈ', '।']",negative
"['ਸੋਚਾਂ', 'ਦੀ', 'ਦੁਨੀਆ', 'ਵੀ', 'ਅਜੇਰੀ', 'ਬਣ', 'ਗਈ', '।']",negative
"['ਮਿਹਨਤ', 'ਦੇ', 'ਬਾਵਜੂਦ', 'ਇਨਸਾਫ', 'ਨਹੀਂ', 'ਮਿਲਿਆ', '।']",negative
"['ਸੱਚ', 'ਦੀ', 'ਕਦਰ', 'ਨਾ', 'ਹੋਣੀ', 'ਦੁਖਦਾਈ', 'ਹੈ', '।']",negative
"['ਦਿਲ', 'ਤੇ', 'ਹਮੇਸਾ', 'ਭਾਰੀ', 'ਪੱਥਰ', 'ਰਿਹਾ', '।']",negative
"['ਸਭ', 'ਪਾਸੇ', 'ਅਣਗੋਲਾਪਣ', 'ਹੈ', '।']",negative
"['ਕਿਸੇ', 'ਨੇ', 'ਹੌਸਲਾ', 'ਨਹੀਂ', 'ਦਿੱਤਾ', '।']",negative
"['ਸਫਲਤਾ', 'ਹਮੇਸਾ', 'ਦੂਰ', 'ਰਹੀ', '।']",negative
"['ਸੱਚ', 'ਦੀ', 'ਰਾਹਦਾਰੀ', 'ਵਿਚ', 'ਰੁਕਾਵਟਾਂ', 'ਹੀ', 'ਮਿਲੀਆਂ', '।']",negative
"['ਉਮੀਦਾਂ', 'ਟੁੱਟੀਆਂ', 'ਤੇ', 'ਹੌਂਸਲੇ', 'ਡਿੱਗੇ', '।']",negative
